// HASH_VALUE EFC920A759BAC04B
// INDEX 0
tribe_declare_war_title	[Aussenposten mit Gewalt einnehmen.]
// HASH_VALUE 862064B84E5E054B
// INDEX 109
mis_sell_npc_2	[Verkaufe :\n
	 - $q1$ $i1$ mit einer Mindestqualität von $ql1$\n
	 - $q2$ $i2$ mit einer Mindestqualität von $ql2$\n
	 an $b$]

// HASH_VALUE B0C053B9B49A245F
// INDEX 110
mis_sell_npc_3	[Verkaufe :\n
	 - $q1$ $i1$ mit einer Mindestqualität von $ql1$\n
	 - $q2$ $i2$ mit einer Mindestqualität von $ql2$\n
	 - $q3$ $i3$ mit einer Mindestqualität von $ql3$\n
	 an $b$]

// HASH_VALUE 7A8B5B56B320780F
// INDEX 111
mis_sell_npc_4	[Verkaufe :\n
	 - $q1$ $i1$ mit einer Mindestqualität von $ql1$\n
	 - $q2$ $i2$ mit einer Mindestqualität von $ql2$\n
	 - $q3$ $i3$ mit einer Mindestqualität von $ql3$\n
	 - $q4$ $i4$ mit einer Mindestqualität von $ql4$\n
	 an $b$]

// HASH_VALUE 377443AF2E499F7B
// INDEX 112
mis_buy_1	[Kaufe $q1$ $i1$ mit einer Mindestqualität von $ql1$]

// HASH_VALUE 2E300DE2581D14D6
// INDEX 113
mis_buy_2	[Kaufe :\n
	 - $q1$ $i1$ mit einer Mindestqualität von $ql1$\n
	 - $q2$ $i2$ mit einer Mindestqualität von $ql2$]

// HASH_VALUE 7D18F9537028E37F
// INDEX 114
mis_buy_3	[Kaufe :\n
	 - $q1$ $i1$ mit einer Mindestqualität von $ql1$\n
	 - $q2$ $i2$ mit einer Mindestqualität von $ql2$\n
	 - $q3$ $i3$ mit einer Mindestqualität von $ql3$]

// HASH_VALUE 23D5C3BA9E718EC2
// INDEX 115
mis_buy_4	[Kaufe :\n
	 - $q1$ $i1$ mit einer Mindestqualität von $ql1$\n
	 - $q2$ $i2$ mit einer Mindestqualität von $ql2$\n
	 - $q3$ $i3$ mit einer Mindestqualität von $ql3$\n
	 - $q4$ $i4$ mit einer Mindestqualität von $ql4$]

// HASH_VALUE 3FB6CCD3362F5CF1
// INDEX 116
mis_buy_npc_1	[Kaufe $q1$ $i1$ mit einer Mindestqualität von $ql1$ von $b$]

// HASH_VALUE CB32C544611FCD45
// INDEX 117
mis_buy_npc_2	[Kaufe :\n
	 - $q1$ $i1$ mit einer Mindestqualität von $ql1$\n
	 - $q2$ $i2$ mit einer Mindestqualität von $ql2$\n
	 von $b$]

// HASH_VALUE 85FA8277780EA0F5
// INDEX 118
mis_buy_npc_3	[Kaufe :\n
	 - $q1$ $i1$ mit einer Mindestqualität von $ql1$\n
	 - $q2$ $i2$ mit einer Mindestqualität von $ql2$\n
	 - $q3$ $i3$ mit einer Mindestqualität von $ql3$\n
	 von $b$]

// HASH_VALUE AEFB53DA396767E2
// INDEX 119
mis_buy_npc_4	[Kaufe :\n
	 - $q1$ $i1$ mit einer Mindestqualität von $ql1$\n
	 - $q2$ $i2$ mit einer Mindestqualität von $ql2$\n
	 - $q3$ $i3$ mit einer Mindestqualität von $ql3$\n
	 - $q4$ $i4$ mit einer Mindestqualität von $ql4$\n
	 von $b$]

// HASH_VALUE 6938C9E572288218
// INDEX 120
mis_escort	[!!! TO DO!!!]

// HASH_VALUE 2622258496700C0F
// INDEX 121
mis_visit	[Gehe nach $p$]

// HASH_VALUE 20FAF82109F80535
// INDEX 122
mis_visit_wear_1	[Lege $i1.ia$ $i1$ an und gehe nach $p$]

// HASH_VALUE 2FDD7FD4BB448EC2
// INDEX 123
mis_visit_wear_2	[Lege :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$\n
	 an und gehe nach $p$]

// HASH_VALUE E3617F251B7AD628
// INDEX 124
mis_visit_wear_3	[Lege :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$\n
	 - $i3.ia$ $i3$\n
	 an und gehe nach $p$]

// HASH_VALUE 97E57F767BB01E90
// INDEX 125
mis_visit_wear_4	[Lege :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$\n
	 - $i3.ia$ $i3$\n
	 - $i4.ia$ $i4$\n
	 an und gehe nach $p$]

// HASH_VALUE F962C8FEF891A843
// INDEX 126
mis_use_1	[Benutze $i1.ia$ $i1$]

// HASH_VALUE 05162F20B8AE29F4
// INDEX 127
mis_use_2	[Benutze :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$]

// HASH_VALUE 592EFC7250DA4934
// INDEX 128
mis_use_3	[Benutze :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$\n
	 - $i3.ia$ $i3$]

// HASH_VALUE AD46C9C46A066974
// INDEX 129
mis_use_4	[Benutze :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$\n
	 - $i3.ia$ $i3$\n
	 - $i4.ia$ $i4$]

// HASH_VALUE 8272959C694A5614
// INDEX 130
mis_use_loc_1	[Gehe nach $p$ und benutze $i1.ia$ $i1$]

// HASH_VALUE 86D92D1C35BC96B4
// INDEX 131
mis_use_loc_2	[Gehe nach $p$ und benutze :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$]

// HASH_VALUE 62FDC5EE47C0DA35
// INDEX 132
mis_use_loc_3	[Gehe nach $p$ und benutze :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$\n
	 - $i3.ia$ $i3$]

// HASH_VALUE 3E2165C059C41EB6
// INDEX 133
mis_use_loc_4	[Gehe nach $p$ und benutze :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$\n
	 - $i3.ia$ $i3$\n
	 - $i4.ia$ $i4$]

// HASH_VALUE 4117783DB116BC48
// INDEX 134
mis_cast_1	[Zaubere $i1$]

// HASH_VALUE 8B713EDC39A97E07
// INDEX 135
mis_cast_2	[Zaubere :\n
	 - $i1$\n
	 - $i2$]

// HASH_VALUE 795DFD00AC1879C5
// INDEX 136
mis_cast_3	[Zaubere :\n
	 - $i1$\n
	 - $i2$\n
	 - $i3$]

// HASH_VALUE C45F2524B9AE09E5
// INDEX 137
mis_cast_4	[Zaubere :\n
	 - $i1$\n
	 - $i2$\n
	 - $i3$\n
	 - $i4$]

// HASH_VALUE 27B11578683752EA
// INDEX 138
mis_cast_loc_1	[Gehe nach $p$ und zaubere $i1$]

// HASH_VALUE D196A14A21C72AF9
// INDEX 139
mis_cast_loc_2	[Gehe nach $p$ und zaubere :\n
	 - $i1$\n
	 - $i2$]

// HASH_VALUE 53D86DB32AC9DE19
// INDEX 140
mis_cast_loc_3	[Gehe nach $p$ und zaubere :\n
	 - $i1$\n
	 - $i2$\n
	 - $i3$]

// HASH_VALUE D51A3D1C33CB9239
// INDEX 141
mis_cast_loc_4	[Gehe nach $p$ und zaubere :\n
	 - $i1$\n
	 - $i2$\n
	 - $i3$\n
	 - $i4$]

// HASH_VALUE 4F018244C5E0BCA9
// INDEX 142
mis_skill_1	[Erreiche Level $l1$ im $s1$]

// HASH_VALUE 70B96BDE77D9408D
// INDEX 143
mis_skill_2	[Erreiche :\n
	 - Level $l1$ im $s1$\n
	 - Level $l2$ im $s1$]

// HASH_VALUE DBE369538F157A24
// INDEX 144
mis_skill_3	[Erreiche :\n
	 - Level $l1$ im $s1$\n
	 - Level $l2$ im $s2$\n
	 - Level $l3$ im $s3$]

// HASH_VALUE 8E4C1E078E6BFA07
// INDEX 145
mis_skill_4	[Erreiche :\n
	 - Level $l1$ im $s1$\n
	 - Level $l2$ im $s2$\n
	 - Level $l3$ im $s3$\n
	 - Level $l4$ im $s4$]

// HASH_VALUE A02AD9B1745B7EDA
// INDEX 146
mis_wait_time	[!!! TO DO !!!]

// HASH_VALUE A02AD9B1745B7EDA
// INDEX 147
mis_wait_season	[!!! TO DO !!!]

// HASH_VALUE 57961E4049A4B46A
// INDEX 148
mis_give_money	[Übergebe $amount$ Dapper an $b$]

// HASH_VALUE E412B6F050B2A29C
// INDEX 149
mis_kill_faction	[Töte $qt$ $f.p$.]

// HASH_VALUE 03E1E5D74382A6E2
// INDEX 150
mis_kill_faction_loc	[Töte $qt$ $f.p$ in $p$.]

// HASH_VALUE AAF5DBA82E75D5BD
// INDEX 151
mis_inside	[Du musst schnell nach $p$ zurück]

// HASH_VALUE 5B067F3E30072C1A
// INDEX 152
mis_outside	[Du musst $p$ schnell verlassen]

// HASH_VALUE 8E8492E51D96C70B
// INDEX 153
mis_wear_1	[Du musst $i1.ia$ $i1$ tragen]

// HASH_VALUE FD1E5156B8EB9809
// INDEX 154
mis_wear_2	[Trage :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$]

// HASH_VALUE 0F2295D7940F30DB
// INDEX 155
mis_wear_3	[Trage :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$\n
	 - $i3.ia$ $i3$]

// HASH_VALUE 2126D9587033D0AD
// INDEX 156
mis_wear_4	[Trage :\n
	 - $i1.ia$ $i1$\n
	 - $i2.ia$ $i2$\n
	 - $i3.ia$ $i3$\n
	 - $i4.ia$ $i4$]

// HASH_VALUE 6A256B8AACE96C28
// INDEX 157
mis_teleport	[Teleportiere nach $p$]

// HASH_VALUE 2F8893DF26553D5C
// INDEX 158
mis_give_item_menu	[Übergebe $item_count$ Artikel]

// HASH_VALUE 5989D01E1C794CF7
// INDEX 159
mis_give_money_menu	[Gebe Dapper.]

// HASH_VALUE AD164F71EBA43A8A
// INDEX 160
mis_teach_action_menu	[Lehre Aktion]

// HASH_VALUE C6948EF2F1BE2098
// INDEX 161
mis_recv_item_1	[Du erhältst $i.ia$ $i$ der Qualität $ql$]

// HASH_VALUE 48288EB1A023409F
// INDEX 162
mis_recv_item_some	[Du erhältst $qt$ $i.p$ der Qualität $ql$]

// HASH_VALUE D18F059EE62B3F1C
// INDEX 163
mis_recv_item_npc_1	[$b$ gibt dir $i.ia$ $i$ der Qualität $ql$]

// HASH_VALUE 238F005978AC5B26
// INDEX 164
mis_recv_item_npc_some	[$b$ gibt dir $qt$ $i.p$ der Qualität $ql$]

// HASH_VALUE 18AD8BFC5C73FB48
// INDEX 165
mis_recv_action_1	[Du lernst $a1$]

// HASH_VALUE 3029E17A47B0B11A
// INDEX 166
mis_recv_action_2	[Du lernst :\n
	 - $a1$\n
	 - $a2$]

// HASH_VALUE A16BADDBF7ECE5C5
// INDEX 167
mis_recv_action_3	[Du lernst :\n
	 - $a1$\n
	 - $a2$\n
	 - $a3$]

// HASH_VALUE 23AD7D3C00EE99E5
// INDEX 168
mis_recv_action_4	[Du lernst :\n
	 - $a1$\n
	 - $a2$\n
	 - $a3$\n
	 - $a4$]

// HASH_VALUE 88F16E5E98205751
// INDEX 169
mis_recv_action_npc_1	[$b$ lehrt dich $a1$]

// HASH_VALUE 722C09AC3CBE4017
// INDEX 170
mis_recv_action_npc_2	[$b$ lehrt dich:\n
	 - $a1$\n
	 - $a2$]

// HASH_VALUE 7AFE89B645F1C53B
// INDEX 171
mis_recv_action_npc_3	[$b$ lehrt dich:\n
	 - $a1$\n
	 - $a2$\n
	 - $a3$]

// HASH_VALUE 82D009C04E344A5F
// INDEX 172
mis_recv_action_npc_4	[$b$ lehrt dich:\n
	 - $a1$\n
	 - $a2$\n
	 - $a3$\n
	 - $a4$]

// HASH_VALUE 86D76C524A55931B
// INDEX 173
mis_recv_brick_1	[Du erlernst $b1$.]

// HASH_VALUE 3995C2F23AB112F4
// INDEX 174
mis_recv_brick_2	[Du erlernst :\n
	 - $b1$\n
	 - $b2$]

// HASH_VALUE 05BB52127D5C2918
// INDEX 175
mis_recv_brick_3	[Du erlernst :\n
	 - $b1$\n
	 - $b2$\n
	 - $b3$]

// HASH_VALUE 12E1E232C85E513C
// INDEX 176
mis_recv_brick_4	[Du erlernst :\n
	 - $b1$\n
	 - $b2$\n
	 - $b3$\n
	 - $b4$]

// HASH_VALUE 8950626607103F67
// INDEX 177
mis_recv_brick_npc_1	[$b$ lehrt dich $b1$.]

// HASH_VALUE 722C09AC3CBE4817
// INDEX 178
mis_recv_brick_npc_2	[$b$ lehrt dich:\n
	 - $b1$\n
	 - $b2$]

// HASH_VALUE 7AFE89B645F1D13B
// INDEX 179
mis_recv_brick_npc_3	[$b$ lehrt dich:\n
	 - $b1$\n
	 - $b2$\n
	 - $b3$]

// HASH_VALUE 82D009C04E345A5F
// INDEX 180
mis_recv_brick_npc_4	[$b$ lehrt dich:\n
	 - $b1$\n
	 - $b2$\n
	 - $b3$\n
	 - $b4$]

/* OLD VALUE : [Du gewinnst $xp$ Fähigkeitspunkte] */
// HASH_VALUE 97CE8CA69AC1D874
// INDEX 181
mis_recv_xp	[Du erhältst $xp$ Fähigkeitspunkte]

/* OLD VALUE : [Du gewinnst $money$ Dapper] */
// HASH_VALUE C6CF5082EC7270FA
// INDEX 182
mis_recv_money	[Du erhältst $money$ Dapper]

// HASH_VALUE A02AD9B1745B7EDA
// INDEX 183
mis_recv_fame	[!!! TO DO !!!]

// HASH_VALUE A02AD9B1745B7EDA
// INDEX 184
mis_fail	[!!! TO DO !!!]

// HASH_VALUE DDEF4E7725A8FE8C
// INDEX 185
default_killed_creature_talkmenu	[Ich habe $killed.ia$ $killed$ getötet.]

// HASH_VALUE 1AE2C02FDD313C52
// INDEX 186
default_killed_creatures_talkmenu	[Ich habe die Kreaturen getötet.]

// HASH_VALUE 2FAFA2E403273ACA
// INDEX 187
default_killed_species_talkmenu	[Ich habe $species.da$ $species.p$ getötet.]

// HASH_VALUE 9FBF4C7427BB0388
// INDEX 188
default_found_rm_talkmenu	[Ich habe $rawmat.ia$ $rawmat$ gefunden.]

// HASH_VALUE D639F864E7782C6F
// INDEX 189
default_found_rms_talkmenu	[Ich habe das Rohmaterial gefunden.]

// HASH_VALUE C55A539B92BB8018
// INDEX 190
default_crafted_item_talkmenu	[Ich erschuf $crafted.da$ $crafted$.]

// HASH_VALUE E560015424D8FCCF
// INDEX 191
default_crafted_items_talkmenu	[Ich habe die Gegenstände erschaffen.]

// HASH_VALUE AC6DDA301A7968B4
// INDEX 192
default_sent_me_talkmenu	[$previous$ schickt mich...]

// HASH_VALUE AC6DDA301A7968B4
// INDEX 193
default_sent_me_name_talkmenu	[$previous$ schickt mich...]

// HASH_VALUE C3A5A08697D28AB5
// INDEX 194
default_progress_talkmenu	[Ich bin in $s$ weitergekommen.]

// HASH_VALUE 9A68373F573843CA
// INDEX 195
default_give_1_item_menu	[Übergebe $i$]

// HASH_VALUE 2FBC810E285416D5
// INDEX 196
default_killed_creature_group_talkmenu	[Wir haben $target.ia$ $target$getötet.]

// HASH_VALUE 7CFB3F9188072FB3
// INDEX 197
default_killed_creatures_group_talkmenu	[Wir haben die Kreaturen getötet.]

// HASH_VALUE 2E32B2309B04ECAC
// INDEX 198
default_sent_us_talkmenu	[$previous$ schickt uns...]

// HASH_VALUE D4B6676A95E5578B
// INDEX 199
default_did_it_talkmenu	[Geschafft...]

// HASH_VALUE E4842B854275540D
// INDEX 200
mis_give_mission_item	[Übergebe $i$ an $b$]

// HASH_VALUE D301DBA0A54F6A9B
// INDEX 201
default_talk_to_bot_name	[Sprich mit $bn$]

// HASH_VALUE 7B8B3800DBE99CD9
// INDEX 202
answer_next	[Erzählt mir mehr.]

// HASH_VALUE CE03C33324045B5E
// INDEX 203
answer_bye	[Bis bald!]

// HASH_VALUE A462BC97E4A32449
// INDEX 204
answer_ok	[In Ordnung]

// HASH_VALUE E3E9DF04EE6968B9
// INDEX 205
answer_skip	[Stört mich nicht...]

// HASH_VALUE CDC5989D941493AC
// INDEX 206
answer_no	[Ich bin nicht interessiert.]

// HASH_VALUE 075AF84AD546E897
// INDEX 207
answer_group_no	[Wir sind nicht interessiert.]

// HASH_VALUE 03B81CF997478CCF
// INDEX 208
mis_gain_control	[Kontrolle über $outpost_name$ erlangen.]

// HASH_VALUE 42A756F2657321C6
// INDEX 209
mis_give_control	[Deine Gilde hat die Kontrolle über $outpost_name$ erlangt.]

// HASH_VALUE 8AD765508B381663
// INDEX 210
mis_charge_point	[Du benötigst $point_needed$ Auftragspunkte.\n
	Du hast $percent_realized$% der benötigten Punkte erreicht.]

// HASH_VALUE 177724DD8C2B4263
// INDEX 211
mis_recv_charge_point	[Du erhältst $nb_point$ Auftragspunkt(e) für deine Gilde.]

// HASH_VALUE CEC0BCD179A586D7
// INDEX 212
emote_absentminded_target	[&EMT&$a$ vergessen, $t$.]

// HASH_VALUE D823F419A10CB141
// INDEX 213
emote_absentminded_nobody_m	[&EMT&$a$ scheint etwas tun zu wollen, ist sich aber wohl nicht sicher was.]

// HASH_VALUE D823F419A10CB141
// INDEX 214
emote_absentminded_nobody_f	[&EMT&$a$ scheint etwas tun zu wollen, ist sich aber wohl nicht sicher was.]

// HASH_VALUE 9CA355C462F3EFCF
// INDEX 215
emote_absentminded_self	[&EMT&$a$ hat etwas vergessen und scheint sich nicht mehr daran zu erinnern.]

// HASH_VALUE 877D3EC8A05C25E3
// INDEX 216
emote_adventurous_target	[&EMT&$a$ möchte mit $t$ einige Abenteuer erleben.]

// HASH_VALUE 125D8CE87E64AEC1
// INDEX 217
emote_adventurous_nobody	[&EMT&$a$ braucht jemanden, mit dem er einige Abenteuer erleben kann!]

// HASH_VALUE 89F4C1A635E641B4
// INDEX 218
emote_adventurous_self	[&EMT&$a$ ist auf dem Weg zu einem neuen Abenteuer!]

// HASH_VALUE 1346A4B41F54811F
// INDEX 219
emote_aggressive_target	[&EMT&$a$ schlägt in $t$s Gesicht.]

// HASH_VALUE F0DF9887D6392B39
// INDEX 220
emote_aggressive_nobody	[&EMT&$a$ ist bereit etwas zu beginnen.]

// HASH_VALUE 5A6A3DF5F46FCF00
// INDEX 221
emote_aggressive_self	[&EMT&$a$ ist nicht in der Stimmung aufzugeben.]

// HASH_VALUE 13B810AFA485BB1C
// INDEX 222
emote_agree_target	[&EMT&$a$ stimmt mit $t$ überein.]

// HASH_VALUE 90F79CD60A89775E
// INDEX 223
emote_agree_nobody	[&EMT&$a$ scheint zu akzeptieren.]

// HASH_VALUE A531BCF76B974EB2
// INDEX 224
emote_agree_self_m	[&EMT&$a$ ist von sich überzeugt und akzeptiert kein Gegenargument.]

// HASH_VALUE A531BCF76B974EB2
// INDEX 225
emote_agree_self_f	[&EMT&$a$ ist von sich überzeugt und akzeptiert kein Gegenargument.]

// HASH_VALUE 420E07DE36841B50
// INDEX 226
emote_alert_target	[&EMT&$a$ warnt $t$.]

// HASH_VALUE 7E0B9B95599613DC
// INDEX 227
emote_alert_nobody	[&EMT&$a$ versetzt alle in Wachsamkeit.]

// HASH_VALUE 5BF427E05EAF666D
// INDEX 228
emote_alert_self_m	[&EMT&$a$ macht sich selbst auf etwas Wichtiges aufmerksam.]

// HASH_VALUE 5BF427E05EAF666D
// INDEX 229
emote_alert_self_f	[&EMT&$a$ macht sich selbst auf etwas Wichtiges aufmerksam.]

// HASH_VALUE 5E33292A635335BC
// INDEX 230
emote_altruist_target	[&EMT&$a$ ist beeindruckt von $t$s großmütiger Art.]

// HASH_VALUE 54A60014D26EAE30
// INDEX 231
emote_altruist_nobody	[&EMT&$a$ sorgt sich um jeden.]

// HASH_VALUE 66C764140550FB21
// INDEX 232
emote_altruist_self_m	[&EMT&$a$ teilt alles selbstlos.]

// HASH_VALUE 66C764140550FB21
// INDEX 233
emote_altruist_self_f	[&EMT&$a$ teilt alles selbstlos.]

// HASH_VALUE 1B922D94F32E9CCB
// INDEX 234
emote_amazed_target	[&EMT&$a$ findet, dass $t$ immer wieder verblüfft.]

// HASH_VALUE FD1E4050033B7E77
// INDEX 235
emote_amazed_nobody	[&EMT&$a$ schaut verblüfft in die Runde.]

// HASH_VALUE A72E748F22EC3D83
// INDEX 236
emote_amazed_self_m	[&EMT&$a$ ist über sich selbst verblüfft.]

// HASH_VALUE A72E748F22EC3D83
// INDEX 237
emote_amazed_self_f	[&EMT&$a$ ist über sich selbst verblüfft.]

// HASH_VALUE E134C93672218360
// INDEX 238
emote_ambivalent_target	[&EMT&$a$ deutet $t$ an, es sei egal.]

// HASH_VALUE A563EFFF40373D98
// INDEX 239
emote_ambivalent_nobody	[&EMT&$a$ ist es egal.]

// HASH_VALUE 15A6A0F2A2714BCD
// INDEX 240
emote_ambivalent_self	[&EMT&$a$ ist es gleich.]

// HASH_VALUE 43320CDD8007F71B
// INDEX 241
emote_amused_target	[&EMT&$a$ findet $t$ komisch.]

// HASH_VALUE D7C3B006F3505D1B
// INDEX 242
emote_amused_nobody	[&EMT&$a$ ist amüsiert.]

// HASH_VALUE 37264FFF36905B20
// INDEX 243
emote_amused_self_m	[&EMT&$a$ amüsiert sich.]

// HASH_VALUE 37264FFF36905B20
// INDEX 244
emote_amused_self_f	[&EMT&$a$ amüsiert sich.]

// HASH_VALUE DFAAED85B25DD6A4
// INDEX 245
emote_angry_target	[&EMT&$a$ ist höchst verärgert über $t$.]

// HASH_VALUE D6A824206B0E7E30
// INDEX 246
emote_angry_nobody	[&EMT&$a$ ist höchst verärgert.]

// HASH_VALUE DEA612A179C5111F
// INDEX 247
emote_angry_self_m	[&EMT&$a$ ist unheimlich über sich selbst verärgert.]

// HASH_VALUE DEA612A179C5111F
// INDEX 248
emote_angry_self_f	[&EMT&$a$ ist unheimlich über sich selbst verärgert.]

// HASH_VALUE 2573CD2BBBE504CF
// INDEX 249
emote_annoyed_target	[&EMT&$a$ ärgert sich über $t$.]

// HASH_VALUE 1516B8F0736149CD
// INDEX 250
emote_annoyed_nobody	[&EMT&$a$ ist ärgerlich.]

// HASH_VALUE 615B4FD140D3B850
// INDEX 251
emote_annoyed_self_m	[&EMT&$a$ ärgert sich über alle, einschließlich sich selbst.]

// HASH_VALUE 615B4FD140D3B850
// INDEX 252
emote_annoyed_self_f	[&EMT&$a$ ärgert sich über alle, einschließlich sich selbst.]

// HASH_VALUE F9C401E1FFEEEDD8
// INDEX 253
emote_apathetic_target	[&EMT&$a$ weiß wie $t$ sich fühlt, kann aber nicht wirklich helfen.]

// HASH_VALUE 5D4D9D7B5879562B
// INDEX 254
emote_apathetic_nobody	[&EMT&$a$ kann nicht wirklich helfen.]

// HASH_VALUE F75C5DBAC58DC783
// INDEX 255
emote_apathetic_self	[&EMT&$a$ versucht erfolglos, sich selbst ein wenig Mut zu machen.]

// HASH_VALUE 23BAA4328B847E6C
// INDEX 256
emote_approve_target_m	[&EMT&$a$ gibt $t$ seine Zustimmung.]

// HASH_VALUE 2147B74657B15A79
// INDEX 257
emote_approve_target_f	[&EMT&$a$ gibt $t$ ihre Zustimmung.]

// HASH_VALUE 91FF7025B43A5746
// INDEX 258
emote_approve_nobody	[&EMT&$a$ stimmt zu. Daumen hoch!]

// HASH_VALUE 9198541BB595E72D
// INDEX 259
emote_approve_self_m	[&EMT&$a$ stimmt sich selbst zu.]

// HASH_VALUE 9198541BB595E72D
// INDEX 260
emote_approve_self_f	[&EMT&$a$ stimmt sich selbst zu.]

// HASH_VALUE D681334FCE29B3FD
// INDEX 261
emote_arrogant_target	[&EMT&$a$ empfindet $t$ als ein wenig arrogant, oder?]

// HASH_VALUE 63B5A1DC964E55D2
// INDEX 262
emote_arrogant_nobody	[&EMT&$a$ versteht nicht wie Leute so arrogant sein können.]

// HASH_VALUE 29144C1D4F458129
// INDEX 263
emote_arrogant_self	[&EMT&$a$ ist nicht zu stoppen.]

// HASH_VALUE 965B240E061D292E
// INDEX 264
emote_ashamed_target	[&EMT&$a$ ist beschämt über $t$.]

// HASH_VALUE 21971CD9FE8E6292
// INDEX 265
emote_ashamed_nobody	[&EMT&$a$ schämt sich für euch!]

// HASH_VALUE 3E0DDD4506635EC0
// INDEX 266
emote_ashamed_self_m	[&EMT&$a$ schämt sich für sich selbst.]

// HASH_VALUE 3E0DDD4506635EC0
// INDEX 267
emote_ashamed_self_f	[&EMT&$a$ schämt sich für sich selbst.]

// HASH_VALUE BBE5EAF0EA86BFD2
// INDEX 268
emote_belligerent_target	[&EMT&$a$ ist besorgt über $t$s streitlustiges Temperament.]

// HASH_VALUE D036502E4CA6E763
// INDEX 269
emote_belligerent_nobody	[&EMT&$a$ sieht streitlustig aus.]

// HASH_VALUE C0007AD3279745F9
// INDEX 270
emote_belligerent_self_m	[&EMT&$a$ ist zweifellos mit sich selbst im Argen.]

// HASH_VALUE C0007AD3279745F9
// INDEX 271
emote_belligerent_self_f	[&EMT&$a$ ist zweifellos mit sich selbst im Argen.]

// HASH_VALUE DEE2FD23BE32E4F7
// INDEX 272
emote_bitter_target	[&EMT&$a$ ist nicht verbittert, $t$, warum fragst du?]

// HASH_VALUE 642674CE39C9C2D1
// INDEX 273
emote_bitter_nobody	[&EMT&$a$ ist verbittert.]

// HASH_VALUE 14BF68CB58F7DF16
// INDEX 274
emote_bitter_self	[&EMT&$a$ lächelt verbittert.]

// HASH_VALUE 73CD828254341451
// INDEX 275
emote_bloodthirsty_target	[&EMT&$a$ wundert sich wodurch $t$ so blutdurstig wurde.]

// HASH_VALUE DFCE7312060532D3
// INDEX 276
emote_bloodthirsty_nobody	[&EMT&$a$ wird sehr wütend.]

// HASH_VALUE 22D4D0E74101AC55
// INDEX 277
emote_bloodthirsty_self	[&EMT&$a$ fürchtet sich nicht vor etwas Blut, im Gegenteil, er freut sich drauf.]

// HASH_VALUE C8FFD30657B44175
// INDEX 278
emote_bored_target	[&EMT&$a$ hält $t$ für langweilig.]

// HASH_VALUE 245588CD4A4862D1
// INDEX 279
emote_bored_nobody	[&EMT&$a$ ist gelangweilt]

// HASH_VALUE DD75B75A35CED2BE
// INDEX 280
emote_bored_self_m	[&EMT&$a$ ist gelangweilt über das was er tut.]

// HASH_VALUE 1D65669FF3AF8A04
// INDEX 281
emote_bored_self_f	[&EMT&$a$ ist gelangweilt über das was sie tut.]

// HASH_VALUE 146337290851565F
// INDEX 282
emote_bow_target	[&EMT&$a$ verbeugt sich vor $t$.]

// HASH_VALUE 3E7DE09CD894FED1
// INDEX 283
emote_bow_nobody	[&EMT&$a$ verbeugt sich voller Respekt.]

// HASH_VALUE 41EBBD4EBD5F70BC
// INDEX 284
emote_bow_self_m	[&EMT&$a$ verbeugt sich vor niemandem, sondern berührt seine Zehen.]

// HASH_VALUE CF97E117C08E7CC7
// INDEX 285
emote_bow_self_f	[&EMT&$a$ verbeugt sich vor niemandem, sondern berührt ihre Zehen.]

// HASH_VALUE CA8AFF0058256181
// INDEX 286
emote_brave_target	[&EMT&$a$ hält $t$ für sehr mutig.]

// HASH_VALUE 5329C77A574538F0
// INDEX 287
emote_brave_nobody	[&EMT&$a$ ermuntert alle, ihren ganzen Mut zusammen zu nehmen.]

// HASH_VALUE 40FDFDA7B3BBCB82
// INDEX 288
emote_brave_self_m	[&EMT&$a$ nimmt seinen ganzen Mut zusammen.]

// HASH_VALUE 3F8E0DABDF00AF82
// INDEX 289
emote_brave_self_f	[&EMT&$a$ nimmt ihren ganzen Mut zusammen.]

// HASH_VALUE 55C777869474C622
// INDEX 290
emote_rice_target	[&EMT&$a$ bewirft $t$ mit Reis.]

// HASH_VALUE 6A56043E16A44F18
// INDEX 291
emote_rice_nobody	[&EMT&$a$ wirft feierlich mit Reis.]

// HASH_VALUE 4AF509237FF09C2C
// INDEX 292
emote_rice_self_m	[&EMT&$a$ bestreut sich selbst feierlich mit Reis.]

// HASH_VALUE 4AF509237FF09C2C
// INDEX 293
